CAMINHO;MACRO;ROBO;HORA
M:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_GERENCIADOR_DATAS\GERENCIADOR_DATAS.xlsb;!ATUALIZAR_TUDO;JARVIS;02:11:29
M:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_IMAGENS_CLIQQ\IMAGENS_CLIQQ_PRE_CADASTRO.xlsb;!ATUALIZAR_TUDO;CARGAS;09:44:33
M:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_INDICADOR_PERDAS\INDICADOR_PERDA_TI.xlsb;!ATUALIZAR_TUDO;JARVIS;18:48:09
M:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_ONEDRIVE_MKT\ONEDRIVE_MKT.xlsb;!ATUALIZAR_TUDO;JARVIS;03:05:54
M:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_PAGAMENTOS_FATURAS_BANCO\PAGAMENTOS_FATURAS_BANCO.xlsb;!ATUALIZAR_TUDO;JARVIS;16:09:22
M:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_PAPA_FILA\PAPA_FILA.xlsb;!ATUALIZAR_TUDO;JARVIS;09:22:11
M:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_PROCESSOS_TI_VERDE\PROCESSOS_TI_VERDE.xlsb;!ATUALIZAR_TUDO;JARVIS;15:46:22
M:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_PRODUTIVIDADE_POR_OPERADOR\PRODUTIVIDADE_AR.xlsb;!ATUALIZAR_TUDO;JARVIS;15:11:34
M:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_PRODUTIVIDADE_PROCESSOS_BACKOFFICE\PRODUTIVIDADE_PROCESSOS_BACKOFFICE.xlsb;!ATUALIZAR_TUDO;JARVIS;16:18:27
M:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_RECEBIMENTO_CORRESPONDENTE\RECEBIMENTO_CORRESPONDENTE.xlsb;!ATUALIZAR_TUDO;JARVIS;22:10:26
M:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_SMS_AVALIACAO_APP\SMS_APP.xlsb;!ATUALIZAR_TUDO;JARVIS;07:05:21
M:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_TARIFA_PGTO_BANCO\TARIFA_PGTO_BANCO.xlsb;!ATUALIZAR_TUDO;JARVIS;13:21:04
M:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_TRACKING\TRACKING.xlsb;!ATUALIZAR_TUDO;JARVIS;16:10:46
M:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_USO_VERDECREDI\USO_VERDECREDI.xlsb;!ATUALIZAR_TUDO;JARVIS;17:35:52
M:\MIS\006_ADMINISTRACAO\001_RELATORIOS\S_ACOMP_SALDO_50K\ACOMP_SALDO_50K.xlsb;!ATUALIZAR_TUDO;JARVIS;04:05:47
M:\MIS\006_ADMINISTRACAO\001_RELATORIOS\S_AUDITORIA_INTERNA\AUDITORIA.xlsb;!ATUALIZAR_TUDO;JARVIS;03:32:02
M:\MIS\006_ADMINISTRACAO\001_RELATORIOS\S_ESCOLA_VIRTUAL_PRODUCAO\ESCOLA_VIRTUAL_PRODUCAO.xlsb;!ATUALIZAR_TUDO;JARVIS;10:50:02
M:\MIS\ANTECIPACAO\ACOMPANHAMENTO_AR\ACOMPANHAMENTO_AR.xlsb;!ATUALIZAR_TUDO;JARVIS;07:55:43
M:\MIS\ANTECIPACAO\MAILING_AR\MAILING_AR.xlsb;!ATUALIZAR_TUDO;JARVIS;06:12:11
M:\MIS\COBRANÇA\RELATÓRIOS\ACOMPANHAMENTO_DE_ASSESSORIAS\COMISSOES_ASSESSORIAS\ASSESSORIAS.xlsb;!ATUALIZAR_TUDO;CARGAS;08:15:31
M:\MIS\COBRANÇA\RELATÓRIOS\ACOMPANHAMENTO_DE_ASSESSORIAS\COMISSOES_ASSESSORIAS\COMISSAO_ASSESSORIAS.xlsb;!ATUALIZAR_TUDO;CARGAS;09:44:00
M:\MIS\COBRANÇA\RELATÓRIOS\MOBILE\Acompanhamento_Mobile.xlsm;!ATUALIZAR_TUDO;JARVIS;08:24:23
M:\MIS\COBRANÇA\RELATÓRIOS\MOBILE\Acompanhamento_Mobile.xlsm;!ENVIAR_EMAIL_COB;JARVIS;12:02:49
M:\MIS\COBRANÇA\RELATÓRIOS\MOBILE\GERENTE_MOBILE.xlsb;!ATUALIZAR_TUDO;JARVIS;09:14:06
M:\MIS\COBRANÇA\RELATÓRIOS\MOBILE\GERENTE_MOBILE.xlsb;!ENVIO_EMAIL_GERENTE_MOBILE;JARVIS;15:12:27
M:\MIS\COBRANÇA\RELATÓRIOS\RENEGOCIAÇÃO\RENEGOCIACOES.xlsb;!ATUALIZAR_TUDO;JARVIS;07:45:57
M:\MIS\COMERCIAL\Venda_Servicos\Acompanhamento_por_Vendedor\ACOMPANHAMENTO_VENDEDOR.xlsb;!ATUALIZAR_TUDO;JARVIS;08:16:07
M:\MIS\CREDITO_E_RISCO\RELATORIOS\DIARIOS\APROVACAO_CONTAS\RELATORIO_APROVACAO_CTAS.xlsb;!ATUALIZAR_TUDO;CARGAS;09:10:32
M:\MIS\CREDITO_E_RISCO\RELATORIOS\DIARIOS\RELATORIO_VERDECREDI\RELATÓRIO_VERDECREDI.XLSB;!ATUALIZAR_TUDO;CARGAS;06:40:42
M:\MIS\CREDITO_E_RISCO\RELATORIOS\DIARIOS\TRANSACOES_E_LIMITES\Transacoes_e_Limites_automatico.xlsm;!ATUALIZAR_TUDO;JARVIS;12:55:28
M:\MIS\MULTICRED\000_INFORMAÇÕES_DIÁRIAS_MULTICRED\RODAR_VENDAS_MULTICRED_POR_REGIAO.xlsm;!ATUALIZAR_TUDO;CARGAS;08:24:49
M:\MIS\MULTICRED\001_VENDAS_MULTICRED\Vendas_Multicred_e_AR_diaria.xlsb;!ATUALIZAR_TUDO;CARGAS;08:01:55
M:\MIS\MULTICRED\008_CARTEIRAS_SUPERVISORES\CARTEIRA_SUPERVISORAS_DIARIA.xlsb;!ATUALIZAR_TUDO;CARGAS;08:44:19
M:\MIS\OPERACOES\DESCONTOS_POR_LOJA\DESCONTOS_POR_LOJA.xlsm;!ATUALIZAR_TUDO;JARVIS;16:24:05
M:\Planejamento\Bases Compartilhadas\Base_Armando_MACRO_ZTMM051.xlsm;!Atualizar;GARVIS;02:17:51
M:\mis\COBRANÇA\RELATÓRIOS\CARTAS_SMS_TTS\CONTROLE.xlsb;!ATUALIZAR_TUDO;JARVIS;08:16:11
O:\CONTROLADORIA\DESCONTOS\ContaCorrente_Descontos_v4.xlsm;!MESTRE;GARVIS;07:34:58
Q:\MIS\002_ESTRUTURAS\000_COPIA_BASES\COPIA_BASES.xlsm;!COPIA;GARVIS;08:00:05
Q:\MIS\002_ESTRUTURAS\000_DB_MIS\es_cad_fornecedor\Carga_es_cad_fornecedor.xlsm;!ATUALIZAR_TUDO;GARVIS;04:03:38
Q:\MIS\002_ESTRUTURAS\000_DB_MIS\es_cafunc\Carga_es_cadfunc.xlsm;!ATUALIZAR_TUDO;GARVIS;03:52:47
Q:\MIS\002_ESTRUTURAS\000_DB_MIS\st_dp_demitidos\Carga_dp_demitidos.xlsm;!ATUALIZAR_TUDO;GARVIS;04:13:24
Q:\MIS\002_ESTRUTURAS\000_DB_MIS\st_dp_funcao\Carga_dp_funcao.xlsm;!ATUALIZAR_TUDO;GARVIS;04:27:03
Q:\MIS\002_ESTRUTURAS\000_DB_MIS\st_dp_secao\Carga_dp_secao.xlsm;!ATUALIZAR_TUDO;GARVIS;04:29:19
Q:\MIS\002_ESTRUTURAS\000_DB_MIS\st_estoque_disponivel_venda\Carga_st_estoque_disponivel_venda.xlsm;!ATUALIZAR_TUDO;GARVIS;02:26:35
Q:\MIS\002_ESTRUTURAS\000_DB_MIS\st_estoque_padrao_loja\Carga_st_estoque_padrao_loja.xlsm;!ATUALIZAR_TUDO;GARVIS;04:51:20
Q:\MIS\002_ESTRUTURAS\000_DB_MIS\st_pedidos_estoque\Carga_st_pedidos_estoque.xlsm;!ATUALIZAR_TUDO;GARVIS;09:18:54
Q:\MIS\002_ESTRUTURAS\000_DB_MIS\st_pedidos_pendentes\Carga_st_pedidos_pendentes.xlsm;!ATUALIZAR_TUDO;GARVIS;09:21:12
Q:\MIS\002_ESTRUTURAS\000_DB_MIS\st_umov_fretes\Carga_Umove.xlsm;!ATUALIZAR_TUDO;GARVIS;01:01:57
Q:\MIS\002_ESTRUTURAS\000_DB_MIS\st_zttm021\BD_CARGA_ZTTM021.xlsm;!ATUALIZAR_TUDO;GARVIS;14:10:13
Q:\MIS\004_COMERCIAL\001_RELATORIOS\D_ACOMPANHAMENTO_METAS\Acompanhamento_Metas.xlsm;!ATUALIZAR_TUDO;GARVIS;11:41:02
Q:\MIS\004_COMERCIAL\001_RELATORIOS\D_PEDIDOS_COM_FRETE\Pedidos_Com_Frete.xlsm;!ROTINA;GARVIS;06:39:00
Q:\MIS\004_COMERCIAL\001_RELATORIOS\M_RELATORIO_PRODUTIVIDADE\Relatório_Produtividade.xlsm;!MESTRE;GARVIS;14:31:42
Q:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_ADMITIDOS_DIA\ADMITIDOS_DIA.xlsm;!ATUALIZAR_TUDO;GARVIS;05:19:10
Q:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_CONTROLE_BANCO__HORAS\CONTROLE_BANCOHORAS.xlsb;!ATUALIZAR_TUDO;GARVIS;13:32:45
Q:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_FALE_CONOSCO\FALE_CONOSCO.xlsm;!ATUALIZAR_TUDO;GARVIS;05:24:38
Q:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_INFO_COLABORADORES\INFO_COLABORADORES_PONTO.xlsb;!ATUALIZAR_TUDO;GARVIS;04:39:21
Q:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_LIGACOES\Relatorio_Ligacoes.xlsm;!ATUALIZAR_TUDO;GARVIS;00:50:03
Q:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_PEDIDOS_ENTREGUES\PEDIDOS_ENTREGUES.xlsm;!ATUALIZAR_TUDO;GARVIS;00:06:13
Q:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_PREVENCAO_PALAVRA\PREVENCAO_PALAVRA.xlsm;!ATUALIZAR_TUDO;GARVIS;09:43:35
Q:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_QQmais_CONSTRUCAO_F2\QQ_CONSTRUCAO_F2.xlsm;!ATUALIZAR_TUDO;GARVIS;00:54:43
Q:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_SMS_ENTREGA\SMS_ENTREGAS.xlsm;!ATUALIZAR_TUDO;GARVIS;10:45:23
Q:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_TRACKING_ACOES\ACOES_GOOGLE_DOCS.xlsm;!ATUALIZAR_TUDO;GARVIS;05:19:00
Q:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_VENDEX\VENDEX.xlsm;!ATUALIZAR_TUDO;GARVIS;06:51:56
Q:\MIS\006_ADMINISTRACAO\001_RELATORIOS\M_BOOK_FRETEIROS\Dashboard_Freteiros.xlsm;!ATUALIZAR_TUDO;GARVIS;14:44:55
Q:\MIS\006_ADMINISTRACAO\001_RELATORIOS\M_GAP_EBTIDA\GAP_EBITDA.xlsm;!ATUALIZAR_TUDO;GARVIS;00:05:09
Q:\MIS\006_ADMINISTRACAO\001_RELATORIOS\M_GAP_FATURAMENTO\ARQUIVO_GAP_FATURAMENTO.xlsm;!ATUALIZAR_TUDO;GARVIS;13:11:01
Q:\MIS\006_ADMINISTRACAO\001_RELATORIOS\M_PERDA_DE_ESTOQUE\Perda_De_Estoque_Faturamento.xlsm;!ATUALIZAR_TUDO;GARVIS;19:13:49
Q:\MIS\006_ADMINISTRACAO\001_RELATORIOS\S_CADASTRO_VERDE_ADMITIDOS\CADASTRO_VERDE_ADMITIDOS.xlsm;!ATUALIZAR_TUDO;GARVIS;05:18:50
Q:\MIS\006_ADMINISTRACAO\001_RELATORIOS\S_REUNIAO_EQUIPE\REUNIAO_EQUIPE.xlsm;!ATUALIZAR_TUDO;GARVIS;05:16:23
Q:\MIS\006_ADMINISTRACAO\001_RELATORIOS\S_TRADE\TRADE.xlsm;!ATUALIZAR_TUDO;GARVIS;00:42:59
Q:\MIS\BASES_CI_BD_VD\07_CAD_FUNC\CAD_FUNC.xlsm;!MASTER;GARVIS;08:12:02
U:\QueroQuero\Gestao_Analitica\Relatorios (Alisson)\Projetos\005_Operacoes\001_Parciais_Campanha\011_Campanha_aniversario\CAMPANHA_FINAL_ANO.xlsb;!ATUALIZAR_TUDO;CARGAS;21:07:38
U:\QueroQuero\Gestao_Analitica\Relatorios (Alisson)\Projetos\005_Operacoes\001_Parciais_Campanha\011_Campanha_aniversario\CAMPANHA_FINAL_ANO_new.xlsb;!ATUALIZAR_TUDO;CARGAS;21:31:30
U:\QueroQuero\Gestao_Analitica\Relatorios (Alisson)\Projetos\005_Operacoes\001_Parciais_Campanha\012_Campanha_consultores\CAMPANHA_CONSULTORES.xlsm;!ATUALIZAR_TUDO;CARGAS;10:57:57
U:\QueroQuero\Gestao_Analitica\Relatorios (Alisson)\Projetos\Ruptura\Macros_Rup.xlsm;!ATUALIZAR_TUDO_Prev_Tab;GARVIS;04:38:07
U:\QueroQuero\Gestao_Analitica\Relatorios (Alisson)\Projetos\Ruptura\Macros_Rup.xlsm;!ATUALIZAR_TUDO_Tab;GARVIS;02:45:19
U:\VerdeCard\MIS\002_ESTRUTURAS\000_ARQUIVOS_SF\ARQUIVOS_SF.xlsb;!ATUALIZAR_TUDO;CARGAS;09:40:29
U:\VerdeCard\MIS\002_ESTRUTURAS\000_BASE_MENSAGERIA\BASE_MENSAGERIA.xlsb;!ATUALIZAR_TUDO;CARGAS;07:46:11
U:\VerdeCard\MIS\002_ESTRUTURAS\000_DB_MIS\st_contatos_positivos\INSERT_CONTATOS_POSITIVOS.xlsb;!ATUALIZAR_TUDO;CARGAS;11:55:33
U:\VerdeCard\MIS\003_CAPTACAO\001_RELATORIOS\D_SUSPENSAO_CREDITO\CARGA_SC.xlsb;!ATUALIZAR_TUDO;CARGAS;09:35:45
U:\VerdeCard\MIS\003_CAPTACAO\001_RELATORIOS\D_SUSPENSAO_CREDITO\SUSPENSAO_CREDITO.xlsb;!ATUALIZAR_TUDO;CARGAS;10:40:53
U:\VerdeCard\MIS\003_CAPTACAO\001_RELATORIOS\D_TEMPOS_VERDECREDI\TEMPOS_VERDECREDI.xlsb;!ATUALIZAR_ENVIO;CARGAS;09:47:49
U:\VerdeCard\MIS\004_COMERCIAL\001_RELATORIOS\D_DISTRIBUICAO_PRODUTOS_CANAIS_DIGITAIS\DISTRIBUICAO_PRODUTOS_CANAIS_DIGITAIS.xlsb;!ATUALIZAR_BASE;CARGAS;08:23:13
U:\VerdeCard\MIS\004_COMERCIAL\001_RELATORIOS\D_DISTRIBUICAO_PRODUTOS_CANAIS_DIGITAIS\DISTRIBUICAO_PRODUTOS_CANAIS_DIGITAIS.xlsb;!ATUALIZAR_TUDO;CARGAS;10:04:48
U:\VerdeCard\MIS\004_COMERCIAL\001_RELATORIOS\S_MULTICRED_CONCORRENTES\MULTICRED_CONCORRENTES.xlsb;!ATUALIZAR_TUDO;CARGAS;07:17:13
U:\VerdeCard\MIS\005_COBRANCA\001_RELATORIOS\D_ACOMPANHAMENTO_EXCECOES\ACOMP_EXCECOES.xlsb;!ATUALIZAR_TUDO;CARGAS;03:03:41
U:\VerdeCard\MIS\005_COBRANCA\001_RELATORIOS\D_PREVENTIVO_RN\PREVENTIVO_RN.xlsb;!ATUALIZAR_TUDO;CARGAS;19:01:25
U:\VerdeCard\MIS\005_COBRANCA\001_RELATORIOS\D_REGUA_COBRANCA_ESTADO\BASE_REGUA_COB.xlsb;!ATUALIZAR_TUDO;CARGAS;03:11:16
U:\VerdeCard\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_CONTROLE_BANCO__HORAS\CONTROLE_BANCOHORAS.xlsb;!ATUALIZAR_TUDO;CARGAS;16:20:48
U:\VerdeCard\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_PAGAMENTOS_FATURAS_BANCO\PAGAMENTOS_FATURAS_BANCO.xlsb;!ATUALIZAR_TUDO;CARGAS;06:13:15
U:\VerdeCard\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_PRODUTIVIDADE_POR_OPERADOR\PRODUTIVIDADE_COBRANCA.xlsb;!ATUALIZAR_TUDO;CARGAS;12:13:22
U:\VerdeCard\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_PRODUTIVIDADE_POR_OPERADOR\PRODUTIVIDADE_COBRANCA.xlsb;!ENVIO_EMAIL_INDIVIDUAL;CARGAS;13:26:13
U:\VerdeCard\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_PRODUTIVIDADE_POR_OPERADOR\PRODUTIVIDADE_EP.xlsb;!ATUALIZAR_TUDO;CARGAS;10:50:04
U:\VerdeCard\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_PRODUTIVIDADE_POR_OPERADOR\PRODUTIVIDADE_EP.xlsb;!ENVIO_EMAIL_INDIVIDUAL;CARGAS;11:42:33
U:\VerdeCard\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_PRODUTIVIDADE_POR_OPERADOR\PRODUTIVIDADE_MULTICANAIS.xlsb;!ATUALIZAR_TUDO;CARGAS;12:03:43
U:\Verdecard\MIS\002_ESTRUTURAS\000_DB_MIS\es_cadastro_estabelecimentos\es_cadastro_estabelecimentos.xlsm;!ATUALIZAR_TUDO;CARGAS;17:53:45
U:\Verdecard\MIS\002_ESTRUTURAS\000_DB_MIS\st_atendimento_facebook\INSERT_ATENDIMENTO_FACEBOOK.xlsm;!INSERT_ATENDIMENTOS_FACEBOOK;CARGAS;10:29:03
U:\Verdecard\MIS\002_ESTRUTURAS\000_DB_MIS\st_atendimento_whatsapp\INSERT_ATENDIMENTO_WHATSAPP.xlsm;!INSERT_ATENDIMENTOS_WHATSAPP;CARGAS;00:00:38
U:\Verdecard\MIS\002_ESTRUTURAS\000_DB_MIS\st_credito_desconto\Carga_credito_desconto.xlsm;!ATUALIZAR_TUDO;GARVIS;07:25:48
U:\Verdecard\MIS\002_ESTRUTURAS\000_DB_MIS\st_credito_sem_acrescimo\Carga_credito_sem_acrescimo.xlsm;!ATUALIZAR_TUDO;GARVIS;07:25:42
U:\Verdecard\MIS\002_ESTRUTURAS\000_DB_MIS\st_dp_saldo_he\Carga_dp_saldo_he.xlsm;!ATUALIZAR_TUDO;GARVIS;13:34:18
U:\Verdecard\MIS\002_ESTRUTURAS\000_DB_MIS\st_ligacoes_gestor_loja\Carga_st_ligacoes_gestor_loja.xlsm;!ATUALIZAR_TUDO;CARGAS;00:23:23
U:\Verdecard\MIS\002_ESTRUTURAS\000_DB_MIS\st_operacoes_por_cto_vd\CARGA_OD.xlsb;!ATUALIZAR_TUDO;CARGAS;05:06:50
